Temps (ms);Trajectoire 1
7574;-0,0504702813923359
7608;-0,0561580285429955
7641;-0,0606297142803669
7674;-0,0641075223684311
7708;-0,0648097842931747
7741;-0,0630109235644341
7774;-0,0599274523556232
7808;-0,0557130016386509
7841;-0,051720954477787
7875;-0,0516354292631149
7908;-0,0573919527232647
7941;-0,0671052485704422
7975;-0,0780354961752892
8008;-0,0881949365139008
8041;-0,0958012193441391
8075;-0,0978398993611336
8108;-0,0907815769314766
8141;-0,0769221484661102
8175;-0,0645186081528664
8208;-0,0577858462929726
8242;-0,0543765872716904
8275;-0,0530399531126022
8308;-0,0549589395523071
8342;-0,058591041713953
8375;-0,0605439692735672
8408;-0,0597048327326775
8442;-0,0562437735497952
8475;-0,049476619809866
8508;-0,0400714725255966
8542;-0,0314710736274719
8575;-0,0261606946587563
8609;-0,0238822009414434
8642;-0,0239500813186169
8675;-0,02436139062047
8709;-0,0219801813364029
8742;-0,01781708560884
8775;-0,0159498993307352
8809;-0,0152818039059639
8842;-0,00966238416731358
8876;0,00241604261100292
8909;0,0143564734607935
8942;0,0194274820387363
8976;0,0188451316207647
9009;0,0183311086148024
9042;0,0182797517627478
9076;0,0139281935989857
9109;0,00395721849054098
9142;-0,00829180423170328
9176;-0,0196842718869448
9209;-0,0266059413552284
9243;-0,0245328806340694
9276;-0,0143220853060484
9309;-0,00400902284309268
9343;-0,000993658904917538
9376;-0,00387147371657193
9409;-0,00537960231304169
9443;-0,00363210239447653
9476;-0,005242052488029
9510;-0,0161727480590343
9543;-0,0333730950951576
9576;-0,0479006096720695
9610;-0,0543765872716904
9643;-0,0544449202716351
9676;-0,0525946989655495
9710;-0,0518064722418785
9743;-0,0520467311143875
9776;-0,0516014844179153
9810;-0,0506417714059353
9843;-0,0518752448260784
9877;-0,0561580285429955
9910;-0,0607494004070759
9943;-0,062291469424963
9977;-0,0583856105804443
10010;-0,048825491219759
10043;-0,0371762402355671
10077;-0,0286102313548326
10110;-0,0272052641957998
10143;-0,0345038548111916
10177;-0,0461187250912189
10210;-0,0515327118337154
10244;-0,043378010392189
10277;-0,0268971174955368
10310;-0,014767779968679
10344;-0,0137741221114993
10377;-0,0202840398997068
10410;-0,0255604796111584
10444;-0,0238822009414434
10477;-0,0180912911891937
10510;-0,0153157450258732
10544;-0,0171315725892782
10577;-0,0201125498861074
10611;-0,0243274495005608
10644;-0,0328586250543594
10677;-0,0432065203785896
10711;-0,046907402575016
10744;-0,0388549640774727
10777;-0,0212433114647865
10811;0,000239371307543479
10844;0,0196673013269901
10878;0,0313518345355988
10911;0,0298441536724567
10944;0,0137053476646543
10978;-0,0100741377100348
11011;-0,029878094792366
11044;-0,0388893522322178
11078;-0,0385468192398548
11111;-0,0340577140450478
11144;-0,0296722166240215
11178;-0,027754120528698
11211;-0,0292957443743944
11245;-0,0336468517780304
11278;-0,0385119840502739
11311;-0,0399513393640518
11345;-0,0331672169268131
11378;-0,0168917551636696
11411;0,002227135701105
11445;0,0129858935251832
11478;0,00949089415371418
11512;-0,00466014863923192
11545;-0,0210034921765327
11578;-0,0307685919106007
11612;-0,0293989069759846
11645;-0,0208668373525143
11678;-0,0130198346450925
11712;-0,00829180423170328
11745;-0,00421400694176555
11778;-0,00195293058641255
11812;-0,00675062835216522
11845;-0,0183998830616474
11879;-0,0274794697761536
11912;-0,0237446520477533
11945;-0,00551625806838274
11979;0,0191876646131277
12012;0,0382382273674011
12045;0,0430010892450809
12079;0,033783957362175
12112;0,0195645857602358
12145;0,0121297836303711
12179;0,0177143700420856
12212;0,0318993516266346
12246;0,0440974682569504
12279;0,047283872961998
12312;0,0418359413743019
12346;0,0314541049301624
12379;0,0188451316207647
12412;0,00496829440817237
12446;-0,0100736916065216
12479;-0,0262799337506294
12512;-0,0433092340826988
12546;-0,059379268437624
12579;-0,0704122334718704
12613;-0,0694185718894005
12646;-0,0460499487817287
12679;0,0129175651818514
