Temps (ms);Trajectoire 1
67;0,00203599594533443
100;0,0182963870465755
133;0,0363845527172089
167;0,0509272515773773
200;0,0623423829674721
234;0,0745838135480881
267;0,0895111337304115
300;0,104728743433952
334;0,11863561719656
367;0,132944524288177
400;0,148227110505104
434;0,160483747720718
467;0,163839727640152
500;0,155259653925896
534;0,13547021150589
567;0,108565494418144
601;0,0831885635852814
634;0,0684301629662514
667;0,0653280466794968
701;0,067893922328949
734;0,0736194029450417
767;0,0872079730033875
801;0,111981116235256
834;0,140753909945488
868;0,159185945987701
901;0,159410804510117
934;0,147225186228752
968;0,133621662855148
1001;0,122819811105728
1034;0,112668856978416
1068;0,103027909994125
1101;0,0961776897311211
1134;0,0903280675411224
1168;0,0811010897159576
1201;0,0696510225534439
1235;0,0624701082706451
1268;0,0633425191044807
1301;0,0701661631464958
1335;0,078398123383522
1368;0,0843984857201576
1401;0,0864108055830002
1435;0,0842091292142868
1468;0,0783574804663658
1502;0,0694275051355362
1535;0,0569353140890598
1568;0,0397427827119827
1602;0,0191764999181032
1635;0,000295864738291129
1668;-0,0124772302806377
1702;-0,0197336189448833
1735;-0,0252150408923626
1768;-0,0307853389531374
1802;-0,0350703522562981
1835;-0,0371009893715382
1869;-0,0390481166541576
1902;-0,0434356220066547
1935;-0,04899051040411
1969;-0,0521123856306076
2002;-0,0512323826551437
2035;-0,0464987717568874
2069;-0,0381386391818523
2102;-0,0275243520736694
2135;-0,0165612790733576
2169;-0,00724678765982389
2202;-0,00300442287698388
2236;-0,00504577765241265
2269;-0,00850862264633179
2302;-0,00771302590146661
2336;-0,00255247531458735
2369;0,00327617162838578
2402;0,0083681708201766
2436;0,015761885792017
2469;0,0281136259436607
2502;0,0430799089372158
2536;0,0552556961774826
2569;0,0618462227284908
2603;0,0666028335690498
2636;0,0769071877002716
2669;0,095757007598877
2703;0,118134431540966
2736;0,134722054004669
2769;0,138330712914467
2803;0,128753185272217
2836;0,112510100007057
2870;0,0980607345700264
2903;0,0903731659054756
2936;0,0880573838949203
2970;0,0864058956503868
3003;0,0840936824679375
3036;0,0847454816102982
3070;0,0910077691078186
3103;0,0994909256696701
3136;0,103654019534588
3170;0,100254602730274
3203;0,0906136482954025
3237;0,0770168229937553
3270;0,0601853616535664
3303;0,0394516065716743
3337;0,0150223365053535
3370;-0,00950473826378584
3403;-0,0291291661560535
3437;-0,0429001599550247
3470;-0,053538341075182
3504;-0,0615943484008312
3537;-0,065274678170681
3570;-0,0649678781628609
3604;-0,0628421157598495
3637;-0,0596588328480721
3670;-0,055485911667347
3704;-0,0509124025702477
3737;-0,0449013225734234
3770;-0,0348669327795506
3804;-0,0215385053306818
3837;-0,00999241229146719
3871;-0,00382190267555416
3904;-0,00204492756165564
3937;-0,00309842941351235
3971;-0,00829202774912119
4004;-0,0183909516781569
4037;-0,0281585082411766
4071;-0,0289797838777304
4104;-0,0184802692383528
4137;-0,00365376193076372
4171;0,00725996214896441
4204;0,0128789357841015
4238;0,0164364576339722
4271;0,0194629859179258
4304;0,0221333615481853
4338;0,0250893291085958
4371;0,0278671067208052
4404;0,0298178046941757
4438;0,031019126996398
4471;0,0307074096053839
4504;0,028781721368432
4538;0,026819858700037
4571;0,0258757714182138
4605;0,0275719109922647
4638;0,0347387604415417
4671;0,0461549013853073
4705;0,0549817197024822
4738;0,0562281422317028
4771;0,0532047413289547
4805;0,053939376026392
4838;0,0623316653072834
4872;0,0753425657749176
4905;0,0867787897586823
4938;0,0906815305352211
4972;0,0845891758799553
5005;0,0728313997387886
5038;0,0634405463933945
5072;0,0599642992019653
5105;0,0585378967225552
5138;0,0539956465363503
5172;0,0461633838713169
5205;0,0376969613134861
5239;0,0288991741836071
5272;0,0185865573585033
5305;0,00740979239344597
5339;-0,00309664313681424
5372;-0,012428998015821
5405;-0,0198079757392406
5439;-0,0230738762766123
5472;-0,0210271626710892
5506;-0,0146940937265754
5539;-0,00545775517821312
5572;0,00546445418149233
5606;0,0160021502524614
5639;0,0222856476902962
5672;0,020084859803319
5706;0,0110718151554465
5739;0,00330743263475597
5772;0,00128840713296086
5806;0,00310021569021046
5839;0,00757279712706804
5873;0,0154653517529368
5906;0,0247338470071554
5939;0,0316845439374447
5973;0,0352112501859665
6006;0,0355828143656254
6039;0,032417394220829
6073;0,0267935078591108
6106;0,0223530810326338
6139;0,0214808955788612
6173;0,0235767345875502
6206;0,0276455990970135
6240;0,0316054970026016
6273;0,0321025513112545
6306;0,0298772007226944
6340;0,0291930288076401
6373;0,0293600503355265
6406;0,0247543882578611
6440;0,0142653696238995
6473;0,00429662549868226
6506;0,00109994690865278
6540;0,00315425265580416
6573;0,00445561110973358
6607;0,00414835847914219
6640;0,00671713426709175
6673;0,0138616533949971
6707;0,0230327900499105
6740;0,0315434224903584
6773;0,0358074456453323
6807;0,0311272032558918
6840;0,0180171579122543
6874;0,00435914797708392
6907;-0,00288942595943809
6940;-0,00520230690017343
6974;-0,00885673891752958
7007;-0,0153858587145805
7040;-0,0184360574930906
7074;-0,0115737803280354
7107;0,00279564270749688
7140;0,0158159229904413
7174;0,0218796990811825
7207;0,0221119243651628
7241;0,0205694083124399
7274;0,0200482383370399
7307;0,0207257159054279
7341;0,0211312174797058
7374;0,0211178176105022
7407;0,023435615003109
7441;0,029430165886879
7474;0,036323256790638
7508;0,040421150624752
7541;0,039229653775692
7574;0,0325469076633453
7608;0,0236499756574631
7641;0,0174839310348034
7674;0,0182788576930761
7708;0,0274745561182499
7741;0,0405953153967857
7774;0,0473191514611244
7808;0,0403206683695316
7841;0,0247253589332104
7875;0,0132145471870899
7908;0,0127429496496916
7941;0,0197427738457918
7975;0,025393458083272
8008;0,0240907575935125
8041;0,018761619925499
8075;0,0163701400160789
8108;0,0186557788401842
8141;0,0222360771149397
8175;0,0269292704761028
8208;0,0359968021512032
8242;0,0470087751746178
8275;0,0513040572404861
8308;0,0436995550990105
8342;0,0263469219207764
8375;0,00491827679798007
8408;-0,0147057054564357
8442;-0,0268225390464067
8475;-0,0258235223591328
8508;-0,0101067386567593
8542;0,01332485396415
8575;0,0326777584850788
8609;0,0411124676465988
8642;0,0401402488350868
8675;0,0349522307515144
8709;0,029933026060462
8742;0,0275469049811363
8775;0,0285749509930611
8809;0,032220896333456
8842;0,0363603234291077
8876;0,0371967814862728
8909;0,0298673771321774
8942;0,0130260856822133
8976;-0,00647776294499636
9009;-0,017454456537962
9042;-0,014150595292449
9076;9,51233014347963E-05
9109;0,0166916828602552
9142;0,0267805568873882
9176;0,0260017085820436
9209;0,0180819127708673
9243;0,0107873408123851
9276;0,00655502267181873
9309;0,00285191275179386
9343;0,00100080436095595
9376;0,00624196417629719
9409;0,0183324478566647
9443;0,0279198046773672
9476;0,0246556922793388
9510;0,00682208221405745
9543;-0,0173776429146528
9576;-0,0357127711176872
9610;-0,0396405160427094
9643;-0,0296637322753668
9676;-0,0147584024816751
9710;-0,00648312130942941
9743;-0,0111361257731915
9776;-0,0243265554308891
9810;-0,0350964777171612
9843;-0,0363991782069206
9877;-0,0288312919437885
9910;-0,016477320343256
9943;-0,00244909012690187
9977;0,012047166004777
10010;0,0268095843493938
10043;0,0420784391462803
10077;0,0572883412241936
10110;0,0702389553189278
10143;0,0766166821122169
10177;0,0694386661052704
10210;0,0391631126403809
10244;-0,0262826140969992
